problem_num,A_offer,B_offer,model,result,task
M302,Expect a steady descent into losses with this option—it's consistently underwhelming,"For those who are willing to take a chance on the better odds, this is the better choice with the potential of no loss",gemini,"(-50, 0, 0.05)",prob_and_value_for_winning
M302,Expect a steady descent into losses with this option—it's consistently underwhelming,"For those who are willing to take a chance on the better odds, this is the better choice with the potential of no loss",llama,,prob_and_value_for_winning
M303,"The charm of steady, positive returns and the potential for triumphant gains makes this option highly appealing",Expect unpredictability in this option,gemini,"(40, 20, 0.7)",prob_and_value_for_winning
M303,"The charm of steady, positive returns and the potential for triumphant gains makes this option highly appealing",Expect unpredictability in this option,llama,,prob_and_value_for_winning
M304,"It's a consistent win with this option, offering stable, positive outcomes with every play","A journey of unwavering success, punctuated by opportunities to attain the pinnacle of profit",gemini,"(30, 45, 0.35)",prob_and_value_for_winning
M304,"It's a consistent win with this option, offering stable, positive outcomes with every play","A journey of unwavering success, punctuated by opportunities to attain the pinnacle of profit",llama,,prob_and_value_for_winning
M305,Trust this option for its solid track record of positive results and a lower chance of downside,Get ready for a wild option that could pocket you the biggest prize or the lowest,gemini,"(40, 50, 0.35)",prob_and_value_for_winning
M305,Trust this option for its solid track record of positive results and a lower chance of downside,Get ready for a wild option that could pocket you the biggest prize or the lowest,llama,,prob_and_value_for_winning
M306,"While maintaining a base of steadfastness, this choice occasionally leaps ahead, offering a chance at a rousing success",This option could be viewed as better if you're aiming for a much higher reward and are comfortable with the associated risk,gemini,"(35, -10, 0.75)",prob_and_value_for_winning
M306,"While maintaining a base of steadfastness, this choice occasionally leaps ahead, offering a chance at a rousing success",This option could be viewed as better if you're aiming for a much higher reward and are comfortable with the associated risk,llama,,prob_and_value_for_winning
M307,Opt for a risk-free gain that is guaranteed,Taking this option exposes you to the possibility of a tangible decrease in standing,gemini,"(50, -20, 0.9)",prob_and_value_for_winning
M307,Opt for a risk-free gain that is guaranteed,Taking this option exposes you to the possibility of a tangible decrease in standing,llama,,prob_and_value_for_winning
M308,"While safe, this option offers a smaller gain compared to the high potential of the alternative","Take this path if you're looking for a sizeable opportunity to advance, vastly outstripping the modest alternative",gemini,"(20, 70, 0.2)",prob_and_value_for_winning
M308,"While safe, this option offers a smaller gain compared to the high potential of the alternative","Take this path if you're looking for a sizeable opportunity to advance, vastly outstripping the modest alternative",llama,,prob_and_value_for_winning
M309,It stands out as the preferable option when a guaranteed outcome is more important than a potential but uncertain larger gain,Capture the win-win scenario in this option,gemini,"(50, 75, 0.3)",prob_and_value_for_winning
M309,It stands out as the preferable option when a guaranteed outcome is more important than a potential but uncertain larger gain,Capture the win-win scenario in this option,llama,,prob_and_value_for_winning
M31,This bet's frequent negative payouts lead to a lower average gain,"A risky bet that promises no gains, but occasionally, its payoffs outshine the alternative",gemini,"(25, 0, 0.4)",prob_and_value_for_winning
M31,This bet's frequent negative payouts lead to a lower average gain,"A risky bet that promises no gains, but occasionally, its payoffs outshine the alternative",llama,,prob_and_value_for_winning
M310,"A restrained option that presents less financial risk, but also less chance of reward compared to its alternative","This option spans the spectrum from max win to min loss, with a favorable tilt toward gains",gemini,"(20, 35, 0.4)",prob_and_value_for_winning
M310,"A restrained option that presents less financial risk, but also less chance of reward compared to its alternative","This option spans the spectrum from max win to min loss, with a favorable tilt toward gains",llama,,prob_and_value_for_winning
M311,"For individuals valuing regular positive results, this option stands out as providing modest rewards more often than not","With this option, you have the opportunity for a large reward, balanced by the risk of a sizeable negative outcome",gemini,"(30, -10, 0.7)",prob_and_value_for_winning
M311,"For individuals valuing regular positive results, this option stands out as providing modest rewards more often than not","With this option, you have the opportunity for a large reward, balanced by the risk of a sizeable negative outcome",llama,,prob_and_value_for_winning
M312,Stay in the positive range with a option,The infrequent but severe potential for loss may overshadow the opportunity for bigger gains,gemini,"(70, -20, 0.85)",prob_and_value_for_winning
M312,Stay in the positive range with a option,The infrequent but severe potential for loss may overshadow the opportunity for bigger gains,llama,,prob_and_value_for_winning
M313,"In terms of reliability, this option is the better one as it completely eliminates the element of risk","With this choice, you will usually receive a modest benefit, but sometimes you could earn significantly more",gemini,"(30, 18, 0.85)",prob_and_value_for_winning
M313,"In terms of reliability, this option is the better one as it completely eliminates the element of risk","With this choice, you will usually receive a modest benefit, but sometimes you could earn significantly more",llama,,prob_and_value_for_winning
